oln_id_a	oln_id_b	edge_typ
YNL216W	YDR100W	transcription_factor->target_gene
YNL216W	YDR134C	transcription_factor->target_gene
YNL216W	YDR155C	transcription_factor->target_gene
YNL216W	YDR186C	transcription_factor->target_gene
YNL216W	YDR188W	transcription_factor->target_gene
YNL216W	YDR276C	transcription_factor->target_gene
YNL216W	YDR300C	transcription_factor->target_gene
YNL216W	YDR301W	transcription_factor->target_gene
YNL216W	YDR312W	transcription_factor->target_gene
YNL216W	YDR324C	transcription_factor->target_gene
YNL216W	YDR393W	transcription_factor->target_gene
YNL216W	YDR408C	transcription_factor->target_gene
YNL216W	YDR418W	transcription_factor->target_gene
YNL216W	YDR447C	transcription_factor->target_gene
YNL216W	YDR448W	transcription_factor->target_gene
YNL216W	YDR449C	transcription_factor->target_gene
YNL216W	YDR450W	transcription_factor->target_gene
YNL216W	YDR470C	transcription_factor->target_gene
YNL216W	YDR471W	transcription_factor->target_gene
YNL216W	YDR500C	transcription_factor->target_gene
YNL216W	YDR501W	transcription_factor->target_gene
YNL216W	YEL008W	transcription_factor->target_gene
YNL216W	YEL022W	transcription_factor->target_gene
YNL216W	YEL023C	transcription_factor->target_gene
YNL216W	YEL045C	transcription_factor->target_gene
YNL216W	YEL046C	transcription_factor->target_gene
YNL216W	YEL054C	transcription_factor->target_gene
YNL216W	YEL074W	transcription_factor->target_gene
YNL216W	YEL075C	transcription_factor->target_gene
YNL216W	YER031C	transcription_factor->target_gene
YNL216W	YER032W	transcription_factor->target_gene
YNL216W	YER033C	transcription_factor->target_gene
YNL216W	YER056C-A	transcription_factor->target_gene
YNL216W	YER073W	transcription_factor->target_gene
YNL216W	YER074W	transcription_factor->target_gene
YNL216W	YER101C	transcription_factor->target_gene
YNL216W	YER102W	transcription_factor->target_gene
YNL216W	YER116C	transcription_factor->target_gene
YNL216W	YER117W	transcription_factor->target_gene
YNL216W	YER168C	transcription_factor->target_gene
YNL216W	YER169W	transcription_factor->target_gene
YNL216W	YER177W	transcription_factor->target_gene
YNL216W	YFL014W	transcription_factor->target_gene
YNL216W	YFL015C	transcription_factor->target_gene
YNL216W	YFL016C	transcription_factor->target_gene
YNL216W	YFL022C	transcription_factor->target_gene
YNL216W	YFL023W	transcription_factor->target_gene
YNL216W	YFL024C	transcription_factor->target_gene
YNL216W	YFL034C-A	transcription_factor->target_gene
YNL216W	YFL034W	transcription_factor->target_gene
YNL216W	YFR018C	transcription_factor->target_gene
YNL216W	YFR031C-A	transcription_factor->target_gene
YNL216W	YFR032C-A	transcription_factor->target_gene
YNL216W	YGL030W	transcription_factor->target_gene
YNL216W	YGL031C	transcription_factor->target_gene
YNL216W	YGL072C	transcription_factor->target_gene
YNL216W	YGL075C	transcription_factor->target_gene
YNL216W	YGL076C	transcription_factor->target_gene
YNL216W	YGL103W	transcription_factor->target_gene
YNL216W	YGL104C	transcription_factor->target_gene
YNL216W	YGL115W	transcription_factor->target_gene
YNL216W	YGL123W	transcription_factor->target_gene
YNL216W	YGL124C	transcription_factor->target_gene
YNL216W	YGL135W	transcription_factor->target_gene
YNL216W	YGR149W	transcription_factor->target_gene
YNL216W	YGL136C	transcription_factor->target_gene
YNL216W	YGL147C	transcription_factor->target_gene
YNL216W	YGL189C	transcription_factor->target_gene
YNL216W	YGR027C	transcription_factor->target_gene
YNL216W	YGR033C	transcription_factor->target_gene
YNL216W	YGR034W	transcription_factor->target_gene
YNL216W	YGR085C	transcription_factor->target_gene
YNL216W	YGR091W	transcription_factor->target_gene
YNL216W	YGR117C	transcription_factor->target_gene
YNL216W	YGR118W	transcription_factor->target_gene
YNL216W	YGR148C	transcription_factor->target_gene
YNL216W	YGR159C	transcription_factor->target_gene
YNL216W	YGR192C	transcription_factor->target_gene
YNL216W	YGR203W	transcription_factor->target_gene
YNL216W	YGR214W	transcription_factor->target_gene
YNL216W	YGR254W	transcription_factor->target_gene
YNL216W	YGR257C	transcription_factor->target_gene
YNL216W	YGR260W	transcription_factor->target_gene
YNL216W	YGR283C	transcription_factor->target_gene
YNL216W	YHL001W	transcription_factor->target_gene
YNL216W	YHL016C	transcription_factor->target_gene
YNL216W	YHL029C	transcription_factor->target_gene
YNL216W	YHL033C	transcription_factor->target_gene
YNL216W	YHR021C	transcription_factor->target_gene
YNL216W	YHR033W	transcription_factor->target_gene
YNL216W	YHR096C	transcription_factor->target_gene
YNL216W	YHR122W	transcription_factor->target_gene
YNL216W	YHR141C	transcription_factor->target_gene
YNL216W	YHR142W	transcription_factor->target_gene
YNL216W	YHR203C	transcription_factor->target_gene
YNL216W	YHR204W	transcription_factor->target_gene
YNL216W	YHR214C-B	transcription_factor->target_gene
YNL216W	YIL001W	transcription_factor->target_gene
YNL216W	YIL018W	transcription_factor->target_gene
YNL216W	YIL019W	transcription_factor->target_gene
YNL216W	YIL046W	transcription_factor->target_gene
YNL216W	YIL047C	transcription_factor->target_gene
YNL216W	YIL052C	transcription_factor->target_gene
YNL216W	YIL055C	transcription_factor->target_gene
YNL216W	YIL057C	transcription_factor->target_gene
YNL216W	YIL069C	transcription_factor->target_gene
YNL216W	YIL121W	transcription_factor->target_gene
YNL216W	YIL133C	transcription_factor->target_gene
YNL216W	YIL148W	transcription_factor->target_gene
YNL216W	YIL149C	transcription_factor->target_gene
YNL216W	YIR004W	transcription_factor->target_gene
YNL216W	YJL027C	transcription_factor->target_gene
YNL216W	YJL078C	transcription_factor->target_gene
YNL216W	YJL079C	transcription_factor->target_gene
YNL216W	YJL089W	transcription_factor->target_gene
YNL216W	YJL090C	transcription_factor->target_gene
YNL216W	YJL096W	transcription_factor->target_gene
YNL216W	YJL134W	transcription_factor->target_gene
YNL216W	YJL136C	transcription_factor->target_gene
YNL216W	YJL158C	transcription_factor->target_gene
YNL216W	YJL177W	transcription_factor->target_gene
YNL216W	YJL178C	transcription_factor->target_gene
YNL216W	YJL190C	transcription_factor->target_gene
YNL216W	YJL191W	transcription_factor->target_gene
YNL216W	YJL192C	transcription_factor->target_gene
YNL216W	YJR059W	transcription_factor->target_gene
YNL216W	YJR074W	transcription_factor->target_gene
YNL216W	YJR094W-A	transcription_factor->target_gene
YNL216W	YJR123W	transcription_factor->target_gene
YNL216W	YJR139C	transcription_factor->target_gene
YNL216W	YJR145C	transcription_factor->target_gene
YNL216W	YJR146W	transcription_factor->target_gene
YNL216W	YKL006C-A	transcription_factor->target_gene
YNL216W	YKL006W	transcription_factor->target_gene
YNL216W	YKL010C	transcription_factor->target_gene
YNL216W	YKL016C	transcription_factor->target_gene
YNL216W	YFL021W	transcription_factor->target_gene
YNL216W	YKL029C	transcription_factor->target_gene
YNL216W	YKL040C	transcription_factor->target_gene
YNL216W	YKL045W	transcription_factor->target_gene
YNL216W	YKL060C	transcription_factor->target_gene
YNL216W	YKL062W	transcription_factor->target_gene
YNL216W	YKL081W	transcription_factor->target_gene
YNL216W	YKL086W	transcription_factor->target_gene
YNL216W	YKL097C	transcription_factor->target_gene
YNL216W	YKL143W	transcription_factor->target_gene
YNL216W	YKL151C	transcription_factor->target_gene
YNL216W	YKL152C	transcription_factor->target_gene
YNL216W	YKL180W	transcription_factor->target_gene
YNL216W	YKL182W	transcription_factor->target_gene
YNL216W	YKR092C	transcription_factor->target_gene
YNL216W	YKR094C	transcription_factor->target_gene
YNL216W	YLL039C	transcription_factor->target_gene
YNL216W	YLL044W	transcription_factor->target_gene
YNL216W	YLL045C	transcription_factor->target_gene
YNL216W	YLL051C	transcription_factor->target_gene
YNL216W	YLR003C	transcription_factor->target_gene
YNL216W	YLR023C	transcription_factor->target_gene
YNL216W	YLR028C	transcription_factor->target_gene
YNL216W	YLR029C	transcription_factor->target_gene
YNL216W	YLR044C	transcription_factor->target_gene
YNL216W	YLR047C	transcription_factor->target_gene
YNL216W	YLR048W	transcription_factor->target_gene
YNL216W	YLR061W	transcription_factor->target_gene
YNL216W	YLR074C	transcription_factor->target_gene
YNL216W	YLR075W	transcription_factor->target_gene
YNL216W	YLR103C	transcription_factor->target_gene
YNL216W	YLR104W	transcription_factor->target_gene
YNL216W	YLR112W	transcription_factor->target_gene
YNL216W	YLR167W	transcription_factor->target_gene
YNL216W	YLR185W	transcription_factor->target_gene
YNL216W	YLR214W	transcription_factor->target_gene
YNL216W	YLR249W	transcription_factor->target_gene
YNL216W	YLR255C	transcription_factor->target_gene
YNL216W	YLR264W	transcription_factor->target_gene
YNL216W	YLR286C	transcription_factor->target_gene
YNL216W	YLR287C-A	transcription_factor->target_gene
YNL216W	YLR312C	transcription_factor->target_gene
YNL216W	YLR325C	transcription_factor->target_gene
YNL216W	YLR333C	transcription_factor->target_gene
YNL216W	YLR344W	transcription_factor->target_gene
YNL216W	YLR387C	transcription_factor->target_gene
YNL216W	YLR388W	transcription_factor->target_gene
YNL216W	YLR399C	transcription_factor->target_gene
YNL216W	YLR400W	transcription_factor->target_gene
YNL216W	YLR437C	transcription_factor->target_gene
YNL216W	YLR438W	transcription_factor->target_gene
YNL216W	YLR441C	transcription_factor->target_gene
YNL216W	YLR447C	transcription_factor->target_gene
YNL216W	YDL133W	transcription_factor->target_gene
YNL216W	YLR448W	transcription_factor->target_gene
YNL216W	YLR452C	transcription_factor->target_gene
YNL216W	YLR463C	transcription_factor->target_gene
YNL216W	YLR465C	transcription_factor->target_gene
YNL216W	YLR467W	transcription_factor->target_gene
YNL216W	YML024W	transcription_factor->target_gene
YNL216W	YGL084C	transcription_factor->target_gene
YNL216W	YML025C	transcription_factor->target_gene
YNL216W	YML026C	transcription_factor->target_gene
YNL216W	YML063W	transcription_factor->target_gene
YNL216W	YML064C	transcription_factor->target_gene
YNL216W	YML073C	transcription_factor->target_gene
YNL216W	YML101C	transcription_factor->target_gene
YNL216W	YMR008C	transcription_factor->target_gene
YNL216W	YMR013C	transcription_factor->target_gene
YNL216W	YMR014W	transcription_factor->target_gene
YNL216W	YMR015C	transcription_factor->target_gene
YNL216W	YMR027W	transcription_factor->target_gene
YNL216W	YMR092C	transcription_factor->target_gene
YNL216W	YMR107W	transcription_factor->target_gene
YNL216W	YMR116C	transcription_factor->target_gene
YNL216W	YMR142C	transcription_factor->target_gene
YNL216W	YMR143W	transcription_factor->target_gene
YNL216W	YMR194W	transcription_factor->target_gene
YNL216W	YMR205C	transcription_factor->target_gene
YNL216W	YMR224C	transcription_factor->target_gene
YNL216W	YMR230W	transcription_factor->target_gene
YNL216W	YMR242C	transcription_factor->target_gene
YNL216W	YMR243C	transcription_factor->target_gene
YNL216W	YNL010W	transcription_factor->target_gene
YNL216W	YJR058C	transcription_factor->target_gene
YNL216W	YNL069C	transcription_factor->target_gene
YNL216W	YNL096C	transcription_factor->target_gene
YNL216W	YNL144C	transcription_factor->target_gene
YNL216W	YNL162W	transcription_factor->target_gene
YNL216W	YNL163C	transcription_factor->target_gene
YNL216W	YNL191W	transcription_factor->target_gene
YNL216W	YNL216W	transcription_factor->target_gene
YNL216W	YNL217W	transcription_factor->target_gene
YNL216W	YNL288W	transcription_factor->target_gene
YNL216W	YNL301C	transcription_factor->target_gene
YNL216W	YNL302C	transcription_factor->target_gene
YNL216W	YNL329C	transcription_factor->target_gene
YNL216W	YNL338W	transcription_factor->target_gene
YNL216W	YNL339C	transcription_factor->target_gene
YNL216W	YNL311C	transcription_factor->target_gene
YNL216W	YNR013C	transcription_factor->target_gene
YNL216W	YOL039W	transcription_factor->target_gene
YNL216W	YOL040C	transcription_factor->target_gene
YNL216W	YOL052C-A	transcription_factor->target_gene
YNL216W	YOL059W	transcription_factor->target_gene
YNL216W	YOL060C	transcription_factor->target_gene
YNL216W	YOL082W	transcription_factor->target_gene
YNL216W	YOL086C	transcription_factor->target_gene
YNL216W	YOL109W	transcription_factor->target_gene
YNL216W	YOL120C	transcription_factor->target_gene
YNL216W	YOL121C	transcription_factor->target_gene
YNL216W	YOL127W	transcription_factor->target_gene
YNL216W	YOL128C	transcription_factor->target_gene
YNL216W	YOL136C	transcription_factor->target_gene
YNL216W	YOR032C	transcription_factor->target_gene
YNL216W	YOR056C	transcription_factor->target_gene
YNL216W	YOR068C	transcription_factor->target_gene
YNL216W	YOR095C	transcription_factor->target_gene
YNL216W	YOR096W	transcription_factor->target_gene
YNL216W	YOR100C	transcription_factor->target_gene
YNL216W	YOR112W	transcription_factor->target_gene
YNL216W	YOR124C	transcription_factor->target_gene
YNL216W	YOR234C	transcription_factor->target_gene
YNL216W	YOR235W	transcription_factor->target_gene
YNL216W	YOR292C	transcription_factor->target_gene
YNL216W	YOR293W	transcription_factor->target_gene
YNL216W	YOR302W	transcription_factor->target_gene
YNL216W	YOR303W	transcription_factor->target_gene
YNL216W	YOR312C	transcription_factor->target_gene
YNL216W	YOR317W	transcription_factor->target_gene
YNL216W	YOR338W	transcription_factor->target_gene
YNL216W	YOR365C	transcription_factor->target_gene
YNL216W	YOR367W	transcription_factor->target_gene
YNL216W	YOR369C	transcription_factor->target_gene
YNL216W	YPL016W	transcription_factor->target_gene
YNL216W	YPL017C	transcription_factor->target_gene
YNL216W	YPL036W	transcription_factor->target_gene
YNL216W	YGR180C	transcription_factor->target_gene
YNL216W	YPL037C	transcription_factor->target_gene
YNL216W	YPL055C	transcription_factor->target_gene
YNL216W	YPL067C	transcription_factor->target_gene
YNL216W	YPL079W	transcription_factor->target_gene
YNL216W	YPL080C	transcription_factor->target_gene
YNL216W	YPL081W	transcription_factor->target_gene
YNL216W	YKL030W	transcription_factor->target_gene
YNL216W	YPL082C	transcription_factor->target_gene
YNL216W	YPL090C	transcription_factor->target_gene
YNL216W	YPL111W	transcription_factor->target_gene
YNL216W	YPL131W	transcription_factor->target_gene
YNL216W	YPL132W	transcription_factor->target_gene
YNL216W	YPL143W	transcription_factor->target_gene
YNL216W	YPL144W	transcription_factor->target_gene
YNL216W	YPL145C	transcription_factor->target_gene
YNL216W	YPL162C	transcription_factor->target_gene
YNL216W	YPL189W	transcription_factor->target_gene
YNL216W	YPL199C	transcription_factor->target_gene
YNL216W	YPL221W	transcription_factor->target_gene
YNL216W	YPL222W	transcription_factor->target_gene
YNL216W	YPL226W	transcription_factor->target_gene
YNL216W	YPL227C	transcription_factor->target_gene
YNL216W	YPL231W	transcription_factor->target_gene
YNL216W	YPL249C-A	transcription_factor->target_gene
YNL216W	YPR008W	transcription_factor->target_gene
YNL216W	YPR029C	transcription_factor->target_gene
YNL216W	YPR030W	transcription_factor->target_gene
YNL216W	YPR080W	transcription_factor->target_gene
YNL216W	YPR102C	transcription_factor->target_gene
YNL216W	YPR103W	transcription_factor->target_gene
YNL216W	YPR131C	transcription_factor->target_gene
YNL216W	YPR132W	transcription_factor->target_gene
YNL216W	YPR161C	transcription_factor->target_gene
YNL309W	YBR088C	transcription_factor->target_gene
YNL309W	YBR093C	transcription_factor->target_gene
YNL309W	YBR105C	transcription_factor->target_gene
YNL309W	YDL210W	transcription_factor->target_gene
YNL309W	YDR452W	transcription_factor->target_gene
YNL309W	YDR500C	transcription_factor->target_gene
YNL309W	YDR501W	transcription_factor->target_gene
YNL309W	YDR527W	transcription_factor->target_gene
YNL309W	YER156C	transcription_factor->target_gene
YNL309W	YGR109C	transcription_factor->target_gene
YNL309W	YGR221C	transcription_factor->target_gene
YNL309W	YGR277C	transcription_factor->target_gene
YNL309W	YGR278W	transcription_factor->target_gene
YNL309W	YHR061C	transcription_factor->target_gene
YNL309W	YJR150C	transcription_factor->target_gene
YNL309W	YKL096W	transcription_factor->target_gene
YNL309W	YKL096W-A	transcription_factor->target_gene
YNL309W	YKL097C	transcription_factor->target_gene
YNL309W	YLR342W	transcription_factor->target_gene
YNL309W	YMR010W	transcription_factor->target_gene
YNL309W	YMR172C-A	transcription_factor->target_gene
YNL309W	YMR306C-A	transcription_factor->target_gene
YNL309W	YMR307W	transcription_factor->target_gene
YNL309W	YNL207W	transcription_factor->target_gene
YNL309W	YNL289W	transcription_factor->target_gene
YNL309W	YOL007C	transcription_factor->target_gene
YNL309W	YOR049C	transcription_factor->target_gene
YNL309W	YOR138C	transcription_factor->target_gene
YNL309W	YOR140W	transcription_factor->target_gene
YNL309W	YOR246C	transcription_factor->target_gene
YNL309W	YOR247W	transcription_factor->target_gene
YNL309W	YOR248W	transcription_factor->target_gene
YNL309W	YOR372C	transcription_factor->target_gene
YNL309W	YOR373W	transcription_factor->target_gene
YNL309W	YPL016W	transcription_factor->target_gene
YNL309W	YPL017C	transcription_factor->target_gene
YNL309W	YPL056C	transcription_factor->target_gene
YNL309W	YPL255W	transcription_factor->target_gene
YNL309W	YPL256C	transcription_factor->target_gene
YNL309W	YPR138C	transcription_factor->target_gene
YNL314W	YAL014C	transcription_factor->target_gene
YNL314W	YBR002C	transcription_factor->target_gene
YNL314W	YBR003W	transcription_factor->target_gene
YNL314W	YDL038C	transcription_factor->target_gene
YNL314W	YDL039C	transcription_factor->target_gene
YNL314W	YDR012W	transcription_factor->target_gene
YNL314W	YDR068W	transcription_factor->target_gene
YNL314W	YDR256C	transcription_factor->target_gene
YNL314W	YDR454C	transcription_factor->target_gene
YNL314W	YDR527W	transcription_factor->target_gene
YNL314W	YER045C	transcription_factor->target_gene
YNL314W	YER179W	transcription_factor->target_gene
YNL314W	YFL015C	transcription_factor->target_gene
YNL314W	YGL183C	transcription_factor->target_gene
YNL314W	YGR214W	transcription_factor->target_gene
YNL314W	YHR044C	transcription_factor->target_gene
YNL314W	YHR071W	transcription_factor->target_gene
YNL314W	YIR020C	transcription_factor->target_gene
YNL314W	YIR027C	transcription_factor->target_gene
YNL314W	YIR028W	transcription_factor->target_gene
YNL314W	YKL096W-A	transcription_factor->target_gene
YNL314W	YLR099C	transcription_factor->target_gene
YNL314W	YLR437C	transcription_factor->target_gene
YNL314W	YLR438W	transcription_factor->target_gene
YNL314W	YMR264W	transcription_factor->target_gene
YNL314W	YNL280C	transcription_factor->target_gene
YNL314W	YNR018W	transcription_factor->target_gene
YNL314W	YOL075C	transcription_factor->target_gene
YNL314W	YOL077C	transcription_factor->target_gene
YNL314W	YPL010W	transcription_factor->target_gene
YNL314W	YPL011C	transcription_factor->target_gene
YNL330C	YBR047W	transcription_factor->target_gene
YNL330C	YDL136W	transcription_factor->target_gene
YNL330C	YDR446W	transcription_factor->target_gene
YNL330C	YGL032C	transcription_factor->target_gene
YNL330C	YJL187C	transcription_factor->target_gene
YNL330C	YJR004C	transcription_factor->target_gene
YNL330C	YML100W	transcription_factor->target_gene
YNL330C	YMR253C	transcription_factor->target_gene
YNL330C	YOL155C	transcription_factor->target_gene
YOL004W	YDR309C	transcription_factor->target_gene
YOL004W	YDR450W	transcription_factor->target_gene
YOL004W	YGL125W	transcription_factor->target_gene
YOL004W	YIR001C	transcription_factor->target_gene
YOL028C	YAL012W	transcription_factor->target_gene
YOL028C	YGR209C	transcription_factor->target_gene
YOL028C	YGR234W	transcription_factor->target_gene
YOL028C	YOR226C	transcription_factor->target_gene
YOL067C	YBL097W	transcription_factor->target_gene
YOL067C	YCR018C-A	transcription_factor->target_gene
YOL067C	YCR019W	transcription_factor->target_gene
YOL067C	YJR100C	transcription_factor->target_gene
YOL067C	YKL071W	transcription_factor->target_gene
YOL067C	YMR126C	transcription_factor->target_gene
YOL089C	YCR102C	transcription_factor->target_gene
YOL089C	YDL068W	transcription_factor->target_gene
YOL089C	YDR042C	transcription_factor->target_gene
YOL089C	YER001W	transcription_factor->target_gene
YOL089C	YGL001C	transcription_factor->target_gene
YOL089C	YJR011C	transcription_factor->target_gene
YOL089C	YKL062W	transcription_factor->target_gene
YOL089C	YLR460C	transcription_factor->target_gene
YOL089C	YNL134C	transcription_factor->target_gene
YOL089C	YOL084W	transcription_factor->target_gene
YOL089C	YOL085C	transcription_factor->target_gene
YOL108C	YBR029C	transcription_factor->target_gene
YOL108C	YBR030W	transcription_factor->target_gene
YOL108C	YBR177C	transcription_factor->target_gene
YOL108C	YDR050C	transcription_factor->target_gene
YOL108C	YDR129C	transcription_factor->target_gene
YOL108C	YDR146C	transcription_factor->target_gene
YOL108C	YDR147W	transcription_factor->target_gene
YOL108C	YDR278C	transcription_factor->target_gene
YOL108C	YDR453C	transcription_factor->target_gene
YOL108C	YDR497C	transcription_factor->target_gene
YOL108C	YDR502C	transcription_factor->target_gene
YOL108C	YER026C	transcription_factor->target_gene
YOL108C	YER043C	transcription_factor->target_gene
YOL108C	YFR025C	transcription_factor->target_gene
YOL108C	YGR008C	transcription_factor->target_gene
YOL108C	YGR157W	transcription_factor->target_gene
YOL108C	YHR123W	transcription_factor->target_gene
YOL108C	YJR104C	transcription_factor->target_gene
YOL108C	YJR105W	transcription_factor->target_gene
YOL108C	YKL182W	transcription_factor->target_gene
YOL108C	YLR132C	transcription_factor->target_gene
YOL108C	YLR168C	transcription_factor->target_gene
YOL108C	YMR084W	transcription_factor->target_gene
YOL108C	YOL107W	transcription_factor->target_gene
YOL108C	YOL108C	transcription_factor->target_gene
YOL108C	YPL231W	transcription_factor->target_gene
YOL108C	YPR013C	transcription_factor->target_gene
YOL116W	YBL041W	transcription_factor->target_gene
YOL116W	YBL042C	transcription_factor->target_gene
YOL116W	YKR038C	transcription_factor->target_gene
YOL116W	YPR035W	transcription_factor->target_gene
YOL148C	YBR068C	transcription_factor->target_gene
YOL148C	YGR214W	transcription_factor->target_gene
YOL148C	YJL107C	transcription_factor->target_gene
YOR028C	YAL037W	transcription_factor->target_gene
YOR028C	YBL029W	transcription_factor->target_gene
YOR028C	YBL030C	transcription_factor->target_gene
YOR028C	YBL043W	transcription_factor->target_gene
YOR028C	YBR007C	transcription_factor->target_gene
YOR028C	YBR008C	transcription_factor->target_gene
YOR028C	YBR054W	transcription_factor->target_gene
YOR028C	YBR070C	transcription_factor->target_gene
YOR028C	YBR071W	transcription_factor->target_gene
YOR028C	YBR090C	transcription_factor->target_gene
YOR028C	YBR157C	transcription_factor->target_gene
YOR028C	YCL025C	transcription_factor->target_gene
YOR028C	YCR010C	transcription_factor->target_gene
YOR028C	YCR021C	transcription_factor->target_gene
YOR028C	YDL037C	transcription_factor->target_gene
YOR028C	YDL129W	transcription_factor->target_gene
YOR028C	YDL168W	transcription_factor->target_gene
YOR028C	YDL169C	transcription_factor->target_gene
YOR028C	YDR042C	transcription_factor->target_gene
YOR028C	YDR077W	transcription_factor->target_gene
YOR028C	YDR259C	transcription_factor->target_gene
YOR028C	YDR300C	transcription_factor->target_gene
YOR028C	YDR301W	transcription_factor->target_gene
YOR028C	YDR338C	transcription_factor->target_gene
YOR028C	YDR343C	transcription_factor->target_gene
YOR028C	YDR441C	transcription_factor->target_gene
YOR028C	YDR442W	transcription_factor->target_gene
YOR028C	YDR505C	transcription_factor->target_gene
YOR028C	YDR508C	transcription_factor->target_gene
YOR028C	YDR510W	transcription_factor->target_gene
YOR028C	YEL044W	transcription_factor->target_gene
YOR028C	YEL045C	transcription_factor->target_gene
YOR028C	YEL046C	transcription_factor->target_gene
YOR028C	YEL052W	transcription_factor->target_gene
YOR028C	YEL053C	transcription_factor->target_gene
YOR028C	YEL066W	transcription_factor->target_gene
YOR028C	YER028C	transcription_factor->target_gene
YOR028C	YER038C	transcription_factor->target_gene
YOR028C	YER045C	transcription_factor->target_gene
YOR028C	YER073W	transcription_factor->target_gene
YOR028C	YFL004W	transcription_factor->target_gene
YOR028C	YGL253W	transcription_factor->target_gene
YOR028C	YGR034W	transcription_factor->target_gene
YOR028C	YGR035C	transcription_factor->target_gene
YOR028C	YGR118W	transcription_factor->target_gene
YOR028C	YGR144W	transcription_factor->target_gene
YOR028C	YGR171C	transcription_factor->target_gene
YOR028C	YGR178C	transcription_factor->target_gene
YOR028C	YGR180C	transcription_factor->target_gene
YOR028C	YGR192C	transcription_factor->target_gene
YOR028C	YGR238C	transcription_factor->target_gene
YOR028C	YGR249W	transcription_factor->target_gene
YOR028C	YHL034C	transcription_factor->target_gene
YOR028C	YHR047C	transcription_factor->target_gene
YOR028C	YHR049W	transcription_factor->target_gene
YOR028C	YHR128W	transcription_factor->target_gene
YOR028C	YHR179W	transcription_factor->target_gene
YOR028C	YHR183W	transcription_factor->target_gene
YOR028C	YIL045W	transcription_factor->target_gene
YOR028C	YIL118W	transcription_factor->target_gene
YOR028C	YIL119C	transcription_factor->target_gene
YOR028C	YIL171W	transcription_factor->target_gene
YOR028C	YIR001C	transcription_factor->target_gene
YOR028C	YIR020C	transcription_factor->target_gene
YOR028C	YJL029C	transcription_factor->target_gene
YOR028C	YJL030W	transcription_factor->target_gene
YOR028C	YJL031C	transcription_factor->target_gene
YOR028C	YJL076W	transcription_factor->target_gene
YOR028C	YJL077C	transcription_factor->target_gene
YOR028C	YJL135W	transcription_factor->target_gene
YOR028C	YJL136C	transcription_factor->target_gene
YOR028C	YJL159W	transcription_factor->target_gene
YOR028C	YJL171C	transcription_factor->target_gene
YOR028C	YJR003C	transcription_factor->target_gene
YOR028C	YJR011C	transcription_factor->target_gene
YOR028C	YJR046W	transcription_factor->target_gene
YOR028C	YJR061W	transcription_factor->target_gene
YOR028C	YJR102C	transcription_factor->target_gene
YOR028C	YJR103W	transcription_factor->target_gene
YOR028C	YJR117W	transcription_factor->target_gene
YOR028C	YJR132W	transcription_factor->target_gene
YOR028C	YJR146W	transcription_factor->target_gene
YOR028C	YJR147W	transcription_factor->target_gene
YOR028C	YKL044W	transcription_factor->target_gene
YOR028C	YKL103C	transcription_factor->target_gene
YOR028C	YKL107W	transcription_factor->target_gene
YOR028C	YKL110C	transcription_factor->target_gene
YOR028C	YKL132C	transcription_factor->target_gene
YOR028C	YKL182W	transcription_factor->target_gene
YOR028C	YKR010C	transcription_factor->target_gene
YOR028C	YKR038C	transcription_factor->target_gene
YOR028C	YKR039W	transcription_factor->target_gene
YOR028C	YKR066C	transcription_factor->target_gene
YOR028C	YKR067W	transcription_factor->target_gene
YOR028C	YLL006W	transcription_factor->target_gene
YOR028C	YLL007C	transcription_factor->target_gene
YOR028C	YLL052C	transcription_factor->target_gene
YOR028C	YLL054C	transcription_factor->target_gene
YOR028C	YLL061W	transcription_factor->target_gene
YOR028C	YLL062C	transcription_factor->target_gene
YOR028C	YLR001C	transcription_factor->target_gene
YOR028C	YLR034C	transcription_factor->target_gene
YOR028C	YLR044C	transcription_factor->target_gene
YOR028C	YLR056W	transcription_factor->target_gene
YOR028C	YLR081W	transcription_factor->target_gene
YOR028C	YLR121C	transcription_factor->target_gene
YOR028C	YLR228C	transcription_factor->target_gene
YOR028C	YLR304C	transcription_factor->target_gene
YOR028C	YLR332W	transcription_factor->target_gene
YOR028C	YLR413W	transcription_factor->target_gene
YOR028C	YML116W	transcription_factor->target_gene
YOR028C	YML126C	transcription_factor->target_gene
YOR028C	YML131W	transcription_factor->target_gene
YOR028C	YMR081C	transcription_factor->target_gene
YOR028C	YMR177W	transcription_factor->target_gene
YOR028C	YMR244C-A	transcription_factor->target_gene
YOR028C	YMR246W	transcription_factor->target_gene
YOR028C	YMR283C	transcription_factor->target_gene
YOR028C	YMR319C	transcription_factor->target_gene
YOR028C	YNL087W	transcription_factor->target_gene
YOR028C	YNL178W	transcription_factor->target_gene
YOR028C	YNL180C	transcription_factor->target_gene
YOR028C	YOL052C-A	transcription_factor->target_gene
YOR028C	YOL059W	transcription_factor->target_gene
YOR028C	YOL060C	transcription_factor->target_gene
YOR028C	YOL109W	transcription_factor->target_gene
YOR028C	YOL116W	transcription_factor->target_gene
YOR028C	YOL136C	transcription_factor->target_gene
YOR028C	YOL151W	transcription_factor->target_gene
YOR028C	YOL156W	transcription_factor->target_gene
YOR028C	YOL157C	transcription_factor->target_gene
YOR028C	YOR047C	transcription_factor->target_gene
YOR028C	YOR049C	transcription_factor->target_gene
YOR028C	YOR081C	transcription_factor->target_gene
YOR028C	YOR178C	transcription_factor->target_gene
YOR028C	YOR186W	transcription_factor->target_gene
